"director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","actor_1_name","movie_title","num_voted_users","cast_total_facebook_likes","actor_3_name","num_user_for_reviews","content_rating","budget","title_year","actor_2_facebook_likes","imdb_score","movie_facebook_likes","genres"
"Rod Lurie",110,131,37,507,"Delroy Lindo",968,18208078,"Clifton Collins Jr.","The Last Castle ",57100,3012,"Michael Irby",281,"R",6e+07,2001,848,6.9,0,"Drama_Thriller_Action"
"Walter Hill",100,91,394,68,"Wilson Cruz",889,14218868,"Robert Forster","Supernova ",14596,1262,"Vanessa Marshall",282,"PG-13",6.5e+07,2000,290,4.8,589,"Thriller_Action"
"Brian Robbins",127,90,48,196,"Mike O'Malley",973,11802056,"Marc Blucas","Meet Dave ",31640,1865,"Shawn Christian",109,"PG",6e+07,2008,400,4.9,791,"Romance_Comedy_Action"
"Walter Salles",196,103,179,87,"Camryn Manheim",794,25472967,"Dougray Scott","Dark Water ",44966,1467,"Ariel Gade",411,"PG-13",3e+07,2005,329,5.6,0,"Drama_Thriller"
"Ron Howard",115,122,2000,1000,"Adam Goldberg",11000,22362500,"Matthew McConaughey","Edtv ",35599,15275,"Clint Howard",195,"PG-13",5.5e+07,1999,1000,6.1,641,"Comedy_Drama"
"Frank Miller",223,103,436,437,"Jaime King",19000,19781879,"Scarlett Johansson","The Spirit ",53864,20881,"Louis Lombardi",290,"PG-13",6e+07,2008,961,4.8,2000,"Thriller_Crime_Action"
"Martin Campbell",54,127,258,617,"Teri Polo",11000,4426297,"Angelina Jolie Pitt","Beyond Borders ",22570,12947,"Noah Emmerich",156,"R",3.5e+07,2003,708,6.5,0,"Romance_Drama_Action"
"Tim Miller",579,108,84,361,"Ed Skrein",16000,363024263,"Ryan Reynolds","Deadpool ",479047,18239,"Stefan Kapicic",1058,"R",5.8e+07,2016,805,8.1,117000,"Romance_Comedy_Action"
"Stephen Herek",56,114,65,440,"Morgan Fairchild",743,12065985,"Kelly Preston","Holy Man ",16260,2367,"Eric McCormack",88,"PG",6e+07,1998,730,4.9,296,"Comedy_Drama"
"Clint Eastwood",490,133,16000,318,"Leonard Roberts",14000,350123553,"Bradley Cooper","American Sniper ",325264,16277,"Keir O'Donnell",916,"R",58800000,2014,962,7.3,112000,"Drama_Thriller_Action"
"Rob Letterman",218,103,11,543,"Dylan Minnette",2000,80021740,"Odeya Rush","Goosebumps ",47968,5497,"Ken Marino",154,"PG",5.8e+07,2015,1000,6.4,35000,"Comedy_Thriller_Action"
"Mark Waters",142,95,70,512,"Ivana Milicevic",970,48291624,"Jon Heder","Just Like Heaven ",82819,2876,"Willie Garson",263,"PG-13",5.8e+07,2005,834,6.7,0,"Romance_Comedy_Action"
"Brian Levant",57,90,32,809,"Mark Addy",1000,35231365,"Taylor Negron","The Flintstones in Viva Rock Vegas ",15517,6299,"Danny Woodburn",85,"PG",6e+07,2000,891,3.6,500,"Romance_Comedy_Action"
"Peter MacDonald",84,87,10,349,"Kurtwood Smith",13000,53715611,"Sylvester Stallone","Rambo III ",92106,14574,"Richard Crenna",171,"R",6.3e+07,1988,1000,5.7,2000,"Thriller_Action"
"George Clooney",186,114,0,110,"Malcolm Goodwin",142,31199215,"Robert Baker","Leatherheads ",27664,589,"Matt Bushell",120,"PG-13",5.8e+07,2008,117,6,472,"Romance_Comedy_Drama"
"Marc Lawrence",133,103,30,727,"Kim Shaw",963,29580087,"Michael Kelly","Did You Hear About the Morgans? ",29523,3150,"Kevin Brown",121,"PG-13",5.8e+07,2009,935,4.7,0,"Romance_Comedy_Drama"
"Shawn Levy",246,125,189,839,"Jessica Szohr",1000,44665963,"Josh Gad","The Internship ",159931,5081,"Rob Riggle",281,"PG-13",5.8e+07,2013,847,6.3,22000,"Comedy"
"Anthony Hemingway",144,125,143,519,"Nate Parker",1000,49875589,"David Oyelowo","Red Tails ",28807,4416,"Tristan Mack Wilds",273,"PG-13",5.8e+07,2012,664,5.9,0,"Drama_Action"
"Taylor Hackford",117,136,138,9000,"Al Pacino",18000,60984028,"Keanu Reeves","The Devil's Advocate ",259519,45271,"Charlize Theron",431,"R",5.7e+07,1997,14000,7.5,11000,"Drama_Thriller_Crime"
"Sean Anders",157,116,51,622,"Leighton Meester",11000,36931089,"Adam Sandler","That's My Boy ",70681,16484,"Will Forte",198,"R",7e+07,2012,3000,5.6,12000,"Comedy"
"Rob Cohen",60,103,357,40,"Brian Thompson",2000,51317350,"Dennis Quaid","DragonHeart ",78343,2710,"Terry O'Neill",139,"PG-13",5.7e+07,1996,663,6.4,0,"Action"
"Mark Neveldine",287,96,83,1000,"Spencer Wilding",12000,51774002,"Nicolas Cage","Ghost Rider: Spirit of Vengeance ",87745,16121,"Christopher Lambert",331,"PG-13",5.7e+07,2011,1000,4.3,18000,"Thriller_Action"
"Tim Hill",131,92,25,639,"Beth Riesgraf",1000,217326336,"Jesse McCartney","Alvin and the Chipmunks ",57276,2847,"Matthew Gray Gubler",146,"PG",6e+07,2007,718,5.2,0,"Comedy_Action"
"Jay Roach",150,108,116,708,"Blythe Danner",22000,166225040,"Robert De Niro","Meet the Parents ",260442,24286,"Teri Polo",507,"PG-13",5.5e+07,2000,713,7,0,"Comedy"
"Mike Gabriel",92,84,12,752,"Frank Welker",23000,141600000,"Christian Bale","Pocahontas ",119675,26754,"Irene Bedard",216,"G",5.5e+07,1995,2000,6.6,0,"Romance_Drama_Action"
"Richard Donner",169,188,503,467,"Margot Kidder",10000,134218018,"Marlon Brando","Superman ",126357,12940,"Ned Beatty",497,"PG",5.5e+07,1978,593,7.3,0,"Romance_Drama_Action"
"Tom Shadyac",57,95,293,744,"James Coburn",851,128769345,"Jada Pinkett Smith","The Nutty Professor ",86556,3155,"Dave Chappelle",99,"PG-13",5.4e+07,1996,773,5.6,960,"Romance_Comedy_Action"
"Andy Tennant",171,118,72,681,"Michael Rapaport",10000,177575142,"Will Smith","Hitch ",244840,13426,"Kevin Sussman",372,"PG-13",7e+07,2005,975,6.6,0,"Romance_Comedy"
"Sam Weisman",53,92,39,458,"Abraham Benrubi",3000,105263257,"Brendan Fraser","George of the Jungle ",56168,4518,"Holland Taylor",103,"PG",5.5e+07,1997,562,5.4,5000,"Romance_Comedy_Action"
"Jesse Dylan",153,74,58,729,"Thomas Ian Nicholas",3000,104354205,"Alyson Hannigan","American Wedding ",162331,5713,"Fred Willard",332,"R",5.5e+07,2003,864,6.3,0,"Romance_Comedy"
"Paul Greengrass",491,134,521,186,"Chris Mulkey",15000,107100855,"Tom Hanks","Captain Phillips ",323353,16281,"Michael Chernus",527,"PG-13",5.5e+07,2013,535,7.9,65000,"Drama_Thriller"
"Brad Silberling",26,100,52,394,"Fred Rogers",795,100328194,"Eric Idle","Casper ",85903,2638,"Cathy Moriarty",92,"PG",5e+07,1995,419,6,0,"Comedy_Action"
"Antoine Fuqua",292,132,845,683,"Chloë Grace Moretz",18000,101530738,"Denzel Washington","The Equalizer ",229574,37605,"James Wilcox",436,"R",5.5e+07,2014,17000,7.2,56000,"Thriller_Crime_Action"
"Wayne Wang",114,105,61,708,"Frances Conroy",5000,93815117,"Bob Hoskins","Maid in Manhattan ",68417,7184,"Natasha Richardson",242,"PG-13",5.5e+07,2002,827,5.1,0,"Romance_Comedy_Drama"
"Tony Scott",82,123,12000,665,"Viggo Mortensen",18000,91400000,"Denzel Washington","Crimson Tide ",81026,30132,"Ricky Schroder",194,"R",5.3e+07,1995,10000,7.3,0,"Drama_Thriller_Action"
"Gabriele Muccino",201,117,125,168,"Kurt Fuller",10000,162586036,"Will Smith","The Pursuit of Happyness ",338383,11036,"James Karen",611,"PG-13",5.5e+07,2006,617,8,32000,"Drama"
"Robert Schwentke",231,98,124,354,"Michael Irby",931,89706988,"Erika Christensen","Flightplan ",126746,2287,"Haley Ramm",600,"PG-13",5.5e+07,2005,507,6.2,0,"Drama_Thriller_Crime"
"Barry Levinson",55,128,272,383,"Dylan Baker",2000,83000000,"Demi Moore","Disclosure ",36587,3888,"Roma Maffia",95,"R",5.5e+07,1994,812,6,0,"Drama_Thriller"
"Frank Oz",140,85,0,490,"Adam Alexi-Malle",21000,66365290,"Robert Downey Jr.","Bowfinger ",56874,22458,"Jamie Kennedy",358,"PG-13",5.5e+07,1999,860,6.4,0,"Comedy"
"Andrey Konchalovskiy",45,97,96,403,"Jack Palance",13000,63408614,"Sylvester Stallone","Tango & Cash ",75365,14432,"Brion James",149,"R",5.5e+07,1989,549,6.3,0,"Comedy_Thriller_Crime_Action"
"Robert Zemeckis",49,104,0,812,"Meryl Streep",13000,58422650,"Bruce Willis","Death Becomes Her ",78974,25599,"Isabella Rossellini",173,"PG-13",5.5e+07,1992,11000,6.4,8000,"Comedy_Thriller_Action"
"Tom Dey",146,110,9,95,"Jason Connery",485,56932305,"Xander Berkeley","Shanghai Noon ",96690,939,"Kate Luyben",293,"PG-13",5.5e+07,2000,110,6.6,0,"Comedy_Action"
"Stuart Baird",60,133,53,263,"Joe Morton",1000,68750000,"Oliver Platt","Executive Decision ",40858,2916,"J.T. Walsh",144,"R",5.5e+07,1996,780,6.4,0,"Thriller_Action"
"Mark Waters",189,94,70,497,"Ophelia Lovibond",1000,68218041,"Madeline Carroll","Mr. Popper's Penguins ",67191,2820,"Philip Baker Hall",108,"PG",5.5e+07,2011,549,6,14000,"Comedy_Action"
"Rob Minkoff",206,104,50,947,"Thomas McDonell",5000,25040293,"Jet Li","The Forbidden Kingdom ",88049,7247,"Michael Angarano",279,"PG-13",5.5e+07,2008,962,6.6,0,"Action"
"Jimmy Hayward",118,91,39,562,"Carlos Ponce",1000,55747724,"Amy Poehler","Free Birds ",18042,3104,"Dan Fogler",73,"PG",5.5e+07,2013,591,5.9,0,"Comedy_Action"
"David Fincher",210,145,21000,243,"Holt McCallany",534,55473600,"Charles S. Dutton","Alien 3 ",207686,1543,"Paul McGann",776,"R",5e+07,1992,273,6.4,0,"Thriller_Action"
"Alan Parker",76,135,317,34,"Jimmy Nail",57,49994804,"Andrea Corr","Evita ",29205,164,"Peter Polycarpou",194,"PG",5.5e+07,1996,40,6.3,0,"Drama"
"Stephen Hopkins",62,110,81,163,"Bernard Hill",1000,38553833,"Tom Wilkinson","The Ghost and the Darkness ",46239,1752,"Om Puri",155,"R",5.5e+07,1996,416,6.8,0,"Drama_Thriller_Action"
"Akiva Schaffer",265,102,82,537,"Nicholas Braun",622,34350553,"Will Forte","The Watch ",104066,2488,"Rosemarie DeWitt",207,"R",6.8e+07,2012,591,5.7,15000,"Comedy_Action"
"William Friedkin",135,94,607,215,"Jenna Boyd",933,34238611,"Connie Nielsen","The Hunted ",35830,2248,"Rex Linn",321,"R",5.5e+07,2003,518,6,0,"Drama_Thriller_Crime_Action"
"Jon Turteltaub",100,126,226,241,"Maura Tierney",12000,34098563,"Anthony Hopkins","Instinct ",27191,13406,"John Ashton",232,"R",5.5e+07,1999,509,6.5,0,"Drama_Thriller"
"Bobby Farrelly",123,118,101,327,"Terence Bernie Hines",13000,33828318,"Matt Damon","Stuck on You ",44453,14036,"Seymour Cassel",154,"PG-13",5.5e+07,2003,390,5.8,0,"Comedy"
"Kent Alterman",164,99,3,490,"Maura Tierney",8000,33472850,"Will Ferrell","Semi-Pro ",67005,10026,"Matt Walsh",119,"R",5.5e+07,2008,509,5.8,0,"Comedy"
"Clint Eastwood",264,141,16000,539,"Michael Kelly",11000,35707327,"Angelina Jolie Pitt","Changeling ",199056,12840,"Colm Feore",387,"R",5.5e+07,2008,963,7.8,14000,"Drama_Thriller_Crime"
"Andrew Davis",47,107,99,581,"Morgan Freeman",18000,20550712,"Keanu Reeves","Chain Reaction ",40346,31014,"Kevin Dunn",95,"PG-13",5e+07,1996,11000,5.6,1000,"Drama_Thriller_Action"
"Tony Scott",50,116,12000,552,"Kurt Fuller",22000,18573791,"Robert De Niro","The Fan ",38533,24618,"Ellen Barkin",89,"R",5.5e+07,1996,617,5.8,0,"Drama_Thriller_Action"
"Karyn Kusama",178,93,45,352,"Sophie Okonedo",9000,25857987,"Charlize Theron","Æon Flux ",110614,10185,"Paterson Joseph",532,"PG-13",6.2e+07,2005,460,5.5,0,"Action"
"Ron Maxwell",84,280,33,67,"Bruce Boxleitner",789,12870569,"Billy Campbell","Gods and Generals ",13215,1671,"John Castle",497,"PG-13",5.6e+07,2003,640,6.3,953,"Drama_Action"
"Robert Butler",44,100,0,745,"Lauren Holly",995,11466088,"Hector Elizondo","Turbulence ",8983,3952,"Jeffrey DeMunn",84,"R",7.1e+07,1997,879,4.7,316,"Thriller_Action"
"Karey Kirkpatrick",93,107,11,506,"Ronny Cox",939,16088610,"Stephen Root","Imagine That ",10417,3742,"Richard Schiff",39,"PG",5.5e+07,2009,605,5.6,610,"Comedy_Drama_Action"
"James Bobin",277,119,33,518,"Tina Fey",3000,51178893,"Ty Burrell","Muppets Most Wanted ",24285,6089,"Hugh Bonneville",110,"PG",5e+07,2014,2000,6.4,10000,"Comedy_Crime_Action"
"Steve Antin",197,119,59,676,"Peter Gallagher",2000,39440655,"Eric Dane","Burlesque ",61680,4315,"David Walton",222,"PG-13",5.5e+07,2010,828,6.4,19000,"Romance_Drama"
"Guillermo del Toro",224,117,0,845,"Thomas Kretschmann",12000,81645152,"Norman Reedus","Blade II ",158267,15371,"Tony Curran",559,"R",5.4e+07,2002,919,6.7,0,"Thriller_Action"
"Gabriele Muccino",202,123,125,835,"Rosario Dawson",10000,69951824,"Will Smith","Seven Pounds ",232710,14727,"Madison Pettis",599,"PG-13",5.5e+07,2008,3000,7.7,26000,"Romance_Drama"
"Walter Hill",279,92,394,565,"Jason Momoa",13000,9483821,"Sylvester Stallone","Bullet to the Head ",39247,25418,"Jon Seda",131,"R",5.5e+07,2012,11000,5.7,10000,"Thriller_Action"
"Francis Ford Coppola",110,170,0,889,"Joe Mantegna",14000,66676062,"Al Pacino","The Godfather: Part III ",267980,16949,"Bridget Fonda",545,"R",5.4e+07,1990,1000,7.6,0,"Drama_Crime"
"Cameron Crowe",190,123,488,2000,"Kirsten Dunst",5000,26838389,"Orlando Bloom","Elizabethtown ",58658,12700,"Judy Greer",495,"PG-13",5.7e+07,2005,4000,6.4,0,"Romance_Comedy_Drama"
"Anthony Russo",136,110,94,240,"Billy Gardell",277,75604320,"Todd Stashwick","You, Me and Dupree ",68417,847,"Amanda Detmer",195,"PG-13",5.4e+07,2006,245,5.6,0,"Romance_Comedy"
"Harold Becker",98,89,17,303,"Teri Polo",12000,45207112,"Steve Buscemi","Domestic Disturbance ",21283,13390,"Matt O'Leary",190,"PG-13",5.3e+07,2001,708,5.5,361,"Thriller_Crime"
"Scott Cooper",391,123,108,3000,"Benedict Cumberbatch",40000,62563543,"Johnny Depp","Black Mass ",115216,63769,"Adam Scott",289,"R",5.3e+07,2015,19000,7,44000,"Drama_Crime"
"Clint Eastwood",279,135,16000,310,"Chris Bauer",23000,33574332,"Paul Walker","Flags of Our Fathers ",101221,24468,"Tom McCarthy",415,"R",9e+07,2006,638,7.1,0,"Drama_Action"
"F. Gary Gray",216,118,473,963,"Leslie Bibb",18000,73343413,"Gerard Butler","Law Abiding Citizen ",217480,22517,"Michael Kelly",429,"R",5e+07,2009,1000,7.4,21000,"Drama_Thriller_Crime"
"Robert Rodriguez",250,189,0,1000,"Rosario Dawson",16000,25031037,"Quentin Tarantino","Grindhouse ",155496,22186,"Zoë Bell",532,"R",5.3e+07,2007,3000,7.6,0,"Thriller_Action"
"Jonathan Demme",78,172,438,466,"Kimberly Elise",852,22843047,"Oprah Winfrey","Beloved ",6082,2397,"Hill Harper",207,"R",5.5e+07,1998,637,5.9,853,"Drama_Thriller"
"Curtis Hanson",106,124,161,681,"Robert Duvall",21000,5755286,"Robert Downey Jr.","Lucky You ",18310,26334,"Kelvin Han Yee",63,"PG-13",5.5e+07,2007,3000,5.9,672,"Romance_Drama"
"Steven Spielberg",194,141,14000,3000,"Tom Hanks",29000,164435221,"Leonardo DiCaprio","Catch Me If You Can ",525801,48153,"Jennifer Garner",667,"PG-13",5.2e+07,2002,15000,8,15000,"Drama_Crime"
"Kathryn Bigelow",558,157,0,304,"Harold Perrineau",1000,95720716,"Jennifer Ehle","Zero Dark Thirty ",216032,2759,"Parker Sawyers",640,"R",4e+07,2012,1000,7.4,39000,"Drama_Thriller"
"Peyton Reed",183,106,235,931,"John Michael Higgins",4000,118683135,"Jon Favreau","The Break-Up ",102167,8315,"Ann-Margret",483,"PG-13",5.2e+07,2006,957,5.8,0,"Romance_Comedy_Drama"
"Phyllida Lloyd",238,108,58,838,"Meryl Streep",14000,143704210,"Colin Firth","Mamma Mia! ",145974,26002,"Julie Walters",611,"PG-13",5.2e+07,2008,11000,6.3,10000,"Romance_Comedy"
"Garry Marshall",186,125,0,11000,"Taylor Lautner",14000,110476776,"Bradley Cooper","Valentine's Day ",95437,45696,"Anne Hathaway",211,"PG-13",5.2e+07,2010,12000,5.7,9000,"Romance_Comedy"
"Jay Chandrasekhar",144,107,422,379,"Jessica Simpson",631,80270227,"Alice Greczyn","The Dukes of Hazzard ",66382,2297,"Michael Weston",612,"PG-13",5e+07,2005,534,5.1,0,"Comedy_Action"
"Terrence Malick",156,215,0,463,"Miranda Otto",648,36385763,"Nick Stahl","The Thin Red Line ",138941,1937,"Dash Mihok",1448,"R",5.2e+07,1998,568,7.6,0,"Drama_Action"
"David Dobkin",215,118,71,634,"Olivia Wilde",16000,37035845,"Ryan Reynolds","The Change-Up ",136680,28045,"Mircea Monroe",149,"R",5.2e+07,2011,10000,6.4,13000,"Comedy_Action"
"Martin Scorsese",133,178,17000,574,"Don Rickles",22000,42438300,"Robert De Niro","Casino ",333542,24183,"Kevin Pollak",533,"R",5.2e+07,1995,721,8.2,11000,"Drama_Crime"
"Paul Hunter",127,104,13,343,"Mako",961,23020488,"Jaime King","Bulletproof Monk ",42324,2422,"Victoria Smurfit",180,"PG-13",5.2e+07,2003,691,5.5,846,"Comedy_Action"
"Bobby Farrelly",155,116,101,79,"Tony Cox",889,90567722,"Robert Forster","Me, Myself & Irene ",185878,1711,"Rob Moran",481,"R",5.1e+07,2000,624,6.5,0,"Comedy"
"Chris Weitz",299,130,129,12000,"Kristen Stewart",21000,296623634,"Robert Pattinson","The Twilight Saga: New Moon ",220758,64040,"Taylor Lautner",919,"PG-13",5e+07,2009,17000,4.6,13000,"Romance_Drama_Action"
"Andrew Adamson",212,90,80,21,"Chris Miller",145,267652016,"Kathleen Freeman","Shrek ",467113,275,"Bobby Block",945,"PG",6e+07,2001,50,7.9,0,"Comedy_Action"
"Kevin Reynolds",67,155,58,720,"Morgan Freeman",25000,165500000,"Alan Rickman","Robin Hood: Prince of Thieves ",145257,38518,"Michael Wincott",322,"PG-13",4.8e+07,1991,11000,6.9,0,"Romance_Drama_Action"
"Cameron Crowe",109,139,488,597,"Kelly Preston",10000,153620822,"Tom Cruise","Jerry Maguire ",189923,12182,"Bonnie Hunt",318,"R",5e+07,1996,743,7.3,0,"Romance_Comedy_Drama"
"Seth MacFarlane",457,112,3000,1000,"Seth MacFarlane",15000,218628680,"Mila Kunis","Ted ",471644,21773,"Tom Skerritt",623,"R",5e+07,2012,3000,7,74000,"Comedy_Action"
"James L. Brooks",156,139,274,285,"Yeardley Smith",625,147637474,"Lupe Ontiveros","As Good as It Gets ",224671,1474,"Shirley Knight",470,"PG-13",5e+07,1997,440,7.7,11000,"Romance_Comedy_Drama"
"Tom Shadyac",55,115,293,878,"Philip Seymour Hoffman",49000,135014968,"Robin Williams","Patch Adams ",80580,74382,"Monica Potter",375,"PG-13",5e+07,1998,22000,6.7,0,"Romance_Comedy_Drama"
"Adam McKay",272,143,285,7000,"Will Ferrell",11000,2175312,"Harrison Ford","Anchorman 2: The Legend Continues ",131227,28176,"Steve Carell",346,"PG-13",5e+07,2013,8000,6.3,41000,"Comedy"
"Steven Brill",117,96,65,828,"Adam Sandler",12000,126203320,"Steve Buscemi","Mr. Deeds ",110432,26826,"Peter Gallagher",309,"PG-13",5e+07,2002,11000,5.8,0,"Romance_Comedy"
"J.J. Abrams",539,112,14000,417,"AJ Michalka",1000,126975169,"Joel Courtney","Super 8 ",287822,3388,"Zach Mills",849,"PG-13",5e+07,2011,560,7.1,37000,"Thriller_Crime_Action"
"Steven Soderbergh",169,131,0,658,"Albert Finney",8000,125548685,"Julia Roberts","Erin Brockovich ",135246,10003,"Conchata Ferrell",498,"R",5.2e+07,2000,883,7.3,0,"Drama"
"Donald Petrie",140,116,80,651,"Adam Goldberg",11000,105807520,"Matthew McConaughey","How to Lose a Guy in 10 Days ",156717,14087,"Thomas Lennon",357,"PG-13",5e+07,2003,1000,6.4,0,"Romance_Comedy"
"Phil Lord",330,112,97,584,"Craig Roberts",17000,191616238,"Channing Tatum","22 Jump Street ",258186,19428,"Amber Stevens West",322,"R",5e+07,2014,920,7.1,24000,"Comedy_Crime_Action"
"Neil Jordan",120,123,277,4000,"Tom Cruise",11000,105264608,"Brad Pitt","Interview with the Vampire: The Vampire Chronicles ",239752,25697,"Kirsten Dunst",406,"R",6e+07,1994,10000,7.6,11000,"Drama_Thriller_Action"
"Peyton Reed",190,104,235,1000,"Zooey Deschanel",14000,97680195,"Bradley Cooper","Yes Man ",271691,29505,"Danny Masterson",243,"PG-13",7e+07,2008,11000,6.8,0,"Romance_Comedy"
"Rawson Marshall Thurber",177,107,43,569,"Thomas Kretschmann",12000,126088877,"Dwayne Johnson","Central Intelligence ",33354,14569,"Megan Park",110,"PG-13",5e+07,2016,919,6.6,10000,"Comedy_Crime_Action"
"Chris Columbus",65,124,0,701,"Liam Aiken",8000,91030827,"Julia Roberts","Stepmom ",46482,9988,"Herbert Russell",252,"PG-13",5e+07,1998,818,6.7,0,"Comedy_Drama"
"Sean Anders",145,96,51,322,"Linda Cardellini",8000,150315155,"Will Ferrell","Daddy's Home ",54010,10886,"Mark L. Young",130,"PG-13",5e+07,2015,2000,6.1,13000,"Comedy"
"Rob Marshall",321,125,252,10000,"Meryl Streep",40000,127997349,"Johnny Depp","Into the Woods ",101178,62837,"Anna Kendrick",779,"PG",5e+07,2014,11000,6,90000,"Comedy_Drama_Action"
"Spike Lee",230,129,0,277,"James Ransone",18000,88504640,"Denzel Washington","Inside Man ",273108,19148,"Peter Gerety",646,"R",4.5e+07,2006,412,7.6,0,"Drama_Thriller_Crime"
"Brian Helgeland",143,90,241,416,"Deborah Kara Unger",1000,81517441,"Bill Duke","Payback ",111368,3148,"William Devane",394,"R",5e+07,1999,495,7.1,0,"Drama_Thriller_Crime_Action"
"Alex Proyas",279,121,295,329,"Ben Mendelsohn",12000,79948113,"Nicolas Cage","Knowing ",186879,13421,"Chandler Canterbury",791,"PG-13",5e+07,2009,748,6.2,0,"Drama_Thriller_Crime_Action"
"Tom Dey",143,95,9,11000,"Matthew McConaughey",14000,88658172,"Bradley Cooper","Failure to Launch ",58412,37967,"Zooey Deschanel",242,"PG-13",5e+07,2006,11000,5.6,2000,"Romance_Comedy"
"Glenn Ficarra",310,118,43,7000,"Emma Stone",33000,84244877,"Ryan Gosling","Crazy, Stupid, Love. ",375456,57426,"Steve Carell",292,"PG-13",5e+07,2011,15000,7.4,44000,"Romance_Comedy_Drama"
"Peter Hewitt",116,80,12,58,"Mark Christopher Lawrence",13000,75367693,"Bill Murray","Garfield ",58961,13430,"Michael Monks",232,"PG",3.5e+07,2004,258,5,795,"Comedy_Action"
"Joe Roth",105,99,148,660,"Cheech Marin",2000,73701902,"Jamie Lee Curtis","Christmas with the Kranks ",27548,6729,"Jake Busey",209,"PG",6e+07,2004,843,5.2,0,"Comedy"
"Bennett Miller",419,133,152,11000,"Robin Wright",22000,75605492,"Philip Seymour Hoffman","Moneyball ",283563,53094,"Brad Pitt",312,"PG-13",5e+07,2011,18000,7.6,27000,"Drama"
"Wolfgang Petersen",64,127,249,808,"Morgan Freeman",18000,67823573,"Kevin Spacey","Outbreak ",91176,30383,"Rene Russo",130,"R",5e+07,1995,11000,6.6,0,"Drama_Thriller_Action"
"Andy Fickman",166,98,99,433,"Billy Brown",12000,67128202,"Dwayne Johnson","Race to Witch Mountain ",43328,14007,"Tom Everett Scott",110,"PG",6.5e+07,2009,536,5.7,0,"Thriller_Action"
"James McTeigue",525,132,160,443,"Eddie Marsan",20000,70496802,"Natalie Portman","V for Vendetta ",791783,22417,"Rupert Graves",2042,"R",5.4e+07,2005,979,8.2,48000,"Drama_Thriller_Action"
"David Dobkin",165,114,71,55,"Anna-Louise Plowman",154,60470220,"Fann Wong","Shanghai Knights ",81444,428,"Georgina Chapman",192,"PG-13",5e+07,2003,131,6.2,955,"Comedy_Action"
"Matthew O'Callaghan",87,78,5,1000,"Frank Welker",8000,58336565,"Will Ferrell","Curious George ",12845,11124,"Alexander Gould",118,"G",5e+07,2006,2000,6.6,624,"Comedy_Action"
"Angela Robinson",117,101,23,541,"Thomas Lennon",660,66002004,"Scoot McNairy","Herbie Fully Loaded ",36431,2177,"Cheryl Hines",168,"G",5e+07,2005,651,4.7,1000,"Romance_Comedy_Action"
"Gary Fleder",113,113,39,477,"Jennifer Esposito",1000,54997476,"Oliver Platt","Don't Say a Word ",40362,3341,"Conrad Goode",248,"R",5e+07,2001,912,6.3,970,"Drama_Thriller_Crime"
